stop_id,stop_code,stop_name,stop_desc,platform_code,platform_name,stop_lat,stop_lon,zone_id,stop_url,level_id,location_type,parent_station,wheelchair_boarding,stop_address
8469,8469,Springs Rd @ Nickerson Rd,,,,42.496823,-71.274473,,,,0,,2,
847,847,Lagrange St opp Virgil St,,,,42.283852,-71.161535,,,,0,,0,
8470,8470,Springs Rd @ Pine Hill Rd,,,,42.497859,-71.273850,,,,0,,0,
8471,8471,Bedford VA Hospital @ Middlesex CC - Bldg 10,,,,42.504929,-71.273065,,,,0,,1,
8472,8472,Baker St @ Beth El Cemetery,,,,42.291917,-71.174709,,,,0,,2,
8473,8473,Baker St @ VFW Pkwy,,,,42.288533,-71.171725,,,,0,,0,
84731,84731,Baker St opp Gethsemane Cemetery,,,,42.289801,-71.172757,,,,0,,2,
8474,8474,Spiers Rd @ June Ln,,,,42.294441,-71.179479,,,,0,,0,
84741,84741,Fredette Rd @ Spiers Rd,,,,42.292981,-71.181249,,,,0,,0,
8475,8475,Fredette Rd @ Sawmill Brook Pkwy,,,,42.293585,-71.182307,,,,0,,0,
8476,8476,Sawmill Brook Pkwy @ McCarthy Rd,,,,42.292343,-71.183913,,,,0,,0,
8477,8477,Sawmill Brook Pkwy @ Keller Path,,,,42.291264,-71.185586,,,,0,,0,
8478,8478,Sawmill Brook Pkwy @ Spiers Rd,,,,42.290281,-71.188363,,,,0,,1,
8479,8479,Sawmill Brook Pkwy @ Van Roosen Rd,,,,42.290073,-71.189827,,,,0,,0,
84791,84791,Sawmill Brook Pkwy @ Walsh Rd,,,,42.289995,-71.191092,,,,0,,0,
848,848,Lagrange St opp Pender St,,,,42.284717,-71.162432,,,,0,,0,
8480,8480,Wiswall Rd @ Walsh Rd,,,,42.291262,-71.192139,,,,0,,0,
8481,8481,Wiswall Rd @ Chinian Path,,,,42.292809,-71.190612,,,,0,,0,
8482,8482,Wiswall Rd @ Shumaker Path,,,,42.294193,-71.189216,,,,0,,0,
8483,8483,Wiswall Rd @ McCarthy Rd,,,,42.296042,-71.186885,,,,0,,0,
8484,8484,Wiswall Rd @ Indian Ridge Rd,,,,42.297187,-71.185198,,,,0,,0,
8485,8485,Wiswall Rd @ Dedham St,,,,42.298026,-71.184913,,,,0,,0,
8486,8486,Dedham St opp Wiswall Rd,,,,42.298252,-71.185078,,,,0,,0,
84880,84880,Opp 210 Nahanton St,,,,42.299664,-71.196959,,,,0,,2,
84881,84881,677 Winchester St,,,,42.298933,-71.201934,,,,0,,0,
84882,84882,Winchester St @ Rachel Rd,,,,42.306401,-71.205629,,,,0,,0,
84883,84883,Winchester St @ Rockland St,,,,42.312370,-71.209058,,,,0,,0,
84884,84884,Winchester St @ Dedham St,,,,42.316351,-71.208755,,,,0,,1,
84885,84885,Winchester St @ Centre St,,,,42.318652,-71.208042,,,,0,,1,
84886,84886,Centre St @ Walnut St,,,,42.320359,-71.205142,,,,0,,1,
84887,84887,Centre St @ Clark St,,,,42.323785,-71.200386,,,,0,,0,
84888,84888,Centre St @ Locksley Rd,,,,42.325196,-71.199270,,,,0,,0,
8489,8489,Dedham St @ Rosalie St,,,,42.302137,-71.189971,,,,0,,0,
849,849,Lagrange St opp Burard St,,,,42.285967,-71.163863,,,,0,,0,
8490,8490,Dedham St @ Arnold St,,,,42.302914,-71.191265,,,,0,,1,
8491,8491,Dedham St @ Greenwood St,,,,42.303512,-71.191972,,,,0,,1,
8492,8492,Dedham St @ Meadowbrook Rd,,,,42.305482,-71.194033,,,,0,,0,
84921,84921,Wheeler Rd @ Meadowbrook Rd,,,,42.309294,-71.191009,,,,0,,0,
8493,8493,Dedham St @ Country Club Rd,,,,42.306772,-71.195235,,,,0,,0,
8494,8494,Parker St @ Dedham St,,,,42.308445,-71.198026,,,,0,,0,
8495,8495,Parker St @ Wheeler Rd,,,,42.312107,-71.196478,,,,0,,0,
8496,8496,Parker St @ Roosevelt Rd,,,,42.313886,-71.195730,,,,0,,1,
8497,8497,Parker St @ Hagen Rd,,,,42.316115,-71.194994,,,,0,,0,
8498,8498,288 Parker St opp Parker Ave,,,,42.317300,-71.194689,,,,0,,1,
8499,8499,Parker St @ Boylston St,,,,42.319359,-71.194258,,,,0,,1,
850,850,Lagrange St @ Vermont St,,,,42.287414,-71.165208,,,,0,,0,
8500,8500,200 Parker St opp Stearns St,,,,42.320874,-71.194147,,,,0,,1,
8501,8501,Parker St @ Glenwood Ave,,,,42.322701,-71.194001,,,,0,,0,
8502,8502,Parker St @ Cypress St,,,,42.326627,-71.193834,,,,0,,0,
8503,8503,Cypress St @ Braeland Ave,,,,42.328146,-71.194359,,,,0,,0,
8504,8504,Centre St @ Beacon St,,,,42.330172,-71.194693,,,,0,,1,
8505,8505,Centre St @ Langley Rd,,,,42.331091,-71.194615,,,,0,,1,
8506,8506,Centre St @ Gibbs St,,,,42.333467,-71.193394,,,,0,,0,
8507,8507,Centre St @ Commonwealth Ave,,,,42.335904,-71.193264,,,,0,,0,
8508,8508,Centre St @ Ward St,,,,42.338019,-71.192969,,,,0,,0,
8509,8509,Centre St @ Alderwood Rd,,,,42.340465,-71.192584,,,,0,,1,
851,851,Vermont St @ Carroll St,,,,42.286387,-71.167015,,,,0,,0,
8510,8510,Centre St @ Cotton St,,,,42.341329,-71.192254,,,,0,,0,
8511,8511,790 Centre St,,,,42.343966,-71.190373,,,,0,,0,
8512,8512,Centre St @ Sargent St,,,,42.346924,-71.189175,,,,0,,0,
8513,8513,Centre St @ George St,,,,42.348788,-71.187627,,,,0,,1,
8514,8514,Centre St @ Hyde Ave,,,,42.349623,-71.186879,,,,0,,0,
8515,8515,Centre St @ Newtonville Ave,,,,42.351410,-71.185986,,,,0,,0,
8516,8516,Centre St @ Church St,,,,42.354336,-71.186386,,,,0,,0,
8517,8517,Centre St @ Church St,,,,42.354287,-71.186523,,,,0,,1,
8518,8518,Centre St @ Newtonville Ave,,,,42.351591,-71.186111,,,,0,,0,
8519,8519,Centre St @ Bellevue St,,,,42.349826,-71.186830,,,,0,,0,
852,852,Vermont St @ Temple St,,,,42.285412,-71.168478,,,,0,,0,
8520,8520,Centre St @ Lombard St,,,,42.348329,-71.188066,,,,0,,1,
8521,8521,Centre St @ Cabot St,,,,42.346792,-71.189408,,,,0,,0,
8522,8522,785 Centre St,,,,42.344219,-71.190394,,,,0,,0,
8523,8523,Centre St @ Cotton St,,,,42.341534,-71.192231,,,,0,,1,
85231,85231,Lincoln Lab,,,,42.458116,-71.266670,,,,0,,1,
8524,8524,Centre St @ Mill St,,,,42.340871,-71.192622,,,,0,,1,
8525,8525,Centre St @ Ward St,,,,42.338211,-71.193068,,,,0,,0,
8526,8526,Centre St @ Commonwealth Ave,,,,42.335852,-71.193394,,,,0,,1,
8527,8527,Centre St @ Bowen St,,,,42.333418,-71.193531,,,,0,,1,
8528,8528,Centre St @ Beacon St,,,,42.329890,-71.194880,,,,0,,1,
85281,85281,Centre St @ Locksley Rd,,,,42.325396,-71.199221,,,,0,,1,
85282,85282,Centre St @ Cushing St,,,,42.322902,-71.201366,,,,0,,1,
85283,85283,Centre St @ Walnut St,,,,42.320548,-71.205034,,,,0,,0,
85284,85284,Winchester St @ Centre St,,,,42.318674,-71.208186,,,,0,,0,
85285,85285,Winchester St @ Needham St,,,,42.316297,-71.208888,,,,0,,0,
85286,85286,Winchester St @ Rockland St,,,,42.312285,-71.209151,,,,0,,0,
85287,85287,Winchester St @ Goddard St,,,,42.306319,-71.205736,,,,0,,0,
85288,85288,Opp 677 Winchester St,,,,42.298846,-71.202023,,,,0,,0,
8529,8529,Cypress St @ Braeland Ave,,,,42.328050,-71.194445,,,,0,,0,
85290,85290,Centre St @ Hyde St,,,,42.321904,-71.202798,,,,0,,0,
853,853,Vermont St @ Baker St,,,,42.284549,-71.169770,,,,0,,0,
8530,8530,Parker St @ Cypress St,,,,42.327127,-71.193994,,,,0,,0,
8531,8531,Parker St @ Athelstane Rd,,,,42.322501,-71.194146,,,,0,,0,
8532,8532,Parker St @ Stearns St,,,,42.321058,-71.194260,,,,0,,0,
8533,8533,Parker St @ Boylston St,,,,42.319313,-71.194398,,,,0,,0,
8534,8534,Parker St @ Parker Ave,,,,42.317498,-71.194773,,,,0,,1,
8535,8535,Parker St @ Hagen Rd,,,,42.316072,-71.195139,,,,0,,1,
8536,8536,Parker St @ Parker Rd,,,,42.314087,-71.195773,,,,0,,0,
8537,8537,Parker St opp Wheeler Rd,,,,42.312077,-71.196618,,,,0,,0,
85371,85371,Wheeler Rd @ Meadowbrook Rd,,,,42.309182,-71.191156,,,,0,,1,
8538,8538,Parker St @ Dedham St,,,,42.308429,-71.198170,,,,0,,0,
8539,8539,Dedham St opp Country Club Rd,,,,42.306671,-71.195291,,,,0,,0,
854,854,Massachusetts Ave @ Harrison Ave,,,,42.334748,-71.075110,,,,0,,1,
8540,8540,Dedham St opp Meadowbrook Rd,,,,42.305185,-71.193871,,,,0,,0,
8541,8541,Dedham St opp Greenwood St,,,,42.303405,-71.192013,,,,0,,0,
8542,8542,Dedham St opp Arnold Rd,,,,42.302802,-71.191288,,,,0,,0,
8543,8543,Dedham St @ Nahanton St,,,,42.300379,-71.188317,,,,0,,1,
8544,8544,Dedham St @ Carlson Ave,,,,42.299063,-71.186789,,,,0,,0,
8545,8545,Dedham St @ Wiswall Rd,,,,42.298139,-71.185086,,,,0,,0,
8546,8546,Wiswall Rd @ Indian Ridge Rd,,,,42.297390,-71.185245,,,,0,,0,
8547,8547,Wiswall Rd opp McCarthy Rd,,,,42.296220,-71.186748,,,,0,,0,
8548,8548,Wiswall Rd @ O Roadway,,,,42.294517,-71.189055,,,,0,,0,
8549,8549,Wiswall Rd @ M Roadway,,,,42.293124,-71.190452,,,,0,,0,
855,855,Massachusetts Ave @ Albany St,,,,42.333250,-71.073291,,,,0,,1,
8550,8550,Wiswall Rd @ Walsh Rd,,,,42.291271,-71.192290,,,,0,,0,
8551,8551,Sawmill Brook Pkwy @ Van Roosen Rd,,,,42.289985,-71.189739,,,,0,,0,
85511,85511,Sawmill Brook Pkwy @ Spiers Rd,,,,42.290209,-71.188248,,,,0,,0,
8552,8552,Sawmill Brook Pkwy @ Walsh Rd,,,,42.289904,-71.191003,,,,0,,2,
8553,8553,Sawmill Brook Pkwy @ Keller Path,,,,42.291080,-71.185716,,,,0,,1,
8554,8554,Sawmill Brook Pkwy @ McCarthy Rd,,,,42.292321,-71.183769,,,,0,,1,
8555,8555,Fredette Rd @ Sawmill Brook Pkwy,,,,42.293475,-71.182315,,,,0,,0,
85551,85551,Fredette Rd @ Spiers Rd,,,,42.292868,-71.181257,,,,0,,0,
8556,8556,Spiers Rd @ Dedham St,,,,42.294680,-71.178978,,,,0,,0,
85561,85561,Baker St @ Gethsemane Cemetery,,,,42.289496,-71.172652,,,,0,,0,
85562,85562,Baker St @ VFW Pkwy,,,,42.288448,-71.171822,,,,0,,0,
85563,85563,Baker St @ VFW Pkwy,,,,42.287566,-71.171457,,,,0,,0,
85564,85564,Baker St @ Capital St,,,,42.285899,-71.170734,,,,0,,0,
85565,85565,Baker St opp Varick Rd,,,,42.283386,-71.169526,,,,0,,0,
85566,85566,Baker St @ Amesbury St,,,,42.281750,-71.168981,,,,0,,0,
85567,85567,Baker St @ Cutter Rd,,,,42.280438,-71.168076,,,,0,,0,
85568,85568,Baker St @ Dunwell St,,,,42.277518,-71.166993,,,,0,,0,
85569,85569,Baker St @ Wycliff Ave,,,,42.276201,-71.167133,,,,0,,0,
8557,8557,Baker St @ Beth El Cemetery,,,,42.291967,-71.174975,,,,0,,1,
856,856,Massachusetts Ave @ Albany St,,,,42.333539,-71.073689,,,,0,,0,
85618,85618,935 East St,,,,42.147068,-71.251994,,,,0,,0,
8575,8575,Broadway @ Trueman Dr,,,,42.441169,-71.031296,,,,0,,1,
8576,8576,Trueman Dr @ Central Ave,,,,42.439067,-71.030660,,,,0,,1,
8577,8577,Trueman Dr @ Broadway,,,,42.441396,-71.031087,,,,0,,1,
8590,8590,Massachusetts Ave @ Curve St,,,,42.430570,-71.207632,,,,0,,0,
8591,8591,Massachusetts Ave @ Independence Ave,,,,42.431932,-71.208000,,,,0,,0,
8592,8592,Massachusetts Ave @ Locust Ave,,,,42.433795,-71.209099,,,,0,,0,
8593,8593,Massachusetts Ave @ Maple St,,,,42.434802,-71.210194,,,,0,,0,
8594,8594,Massachusetts Ave @ Rhodes St,,,,42.435632,-71.211654,,,,0,,1,
8595,8595,Massachusetts Ave @ Marrett Rd,,,,42.436130,-71.212359,,,,0,,0,
8596,8596,Massachusetts Ave opp Pelham Rd,,,,42.440118,-71.213845,,,,0,,0,
8597,8597,Massachusetts Ave @ Percey Rd,,,,42.441925,-71.216775,,,,0,,0,
8598,8598,Massachusetts Ave opp Bloomfield St,,,,42.443619,-71.219261,,,,0,,0,
8599,8599,Massachusetts Ave opp Slocum Rd,,,,42.444921,-71.220974,,,,0,,1,
8600,8600,Massachusetts Ave @ Woburn St,,,,42.446103,-71.222780,,,,0,,0,
8601,8601,Massachusetts Ave @ Lexington Post Office,,,,42.446555,-71.224683,,,,0,,0,
8602,8602,Marrett Rd @ Waltham St,,,,42.435897,-71.235305,,,,0,,0,
8603,8603,Marrett Rd @ Prospect Hill Rd,,,,42.435484,-71.237385,,,,0,,0,
8604,8604,Marrett Rd @ Downing Rd,,,,42.434782,-71.239840,,,,0,,0,
8605,8605,Marrett Rd opp Spring St,,,,42.434467,-71.242157,,,,0,,1,
8606,8606,Marrett Rd @ Tufts Rd,,,,42.435527,-71.246250,,,,0,,0,
8607,8607,Marrett Rd @ Middle St,,,,42.435790,-71.247738,,,,0,,0,
8608,8608,Marrett Rd @ Lincoln St,,,,42.440051,-71.250889,,,,0,,0,
8609,8609,655 Marrett Rd,,,,42.441035,-71.251988,,,,0,,1,
8610,8610,Marrett Rd @ Wilson Rd,,,,42.442165,-71.253963,,,,0,,0,
8611,8611,Marrett Rd opp Forbes Rd,,,,42.444491,-71.261248,,,,0,,0,
86111,86111,Old Mass Ave @ Marrett Rd - Minuteman Park,,,,42.447244,-71.264821,,,,0,,2,
86112,86112,Old Mass Ave opp Bonair Ave,,,,42.448986,-71.260516,,,,0,,2,
86113,86113,Old Mass Ave @ Wood St,,,,42.447647,-71.256405,,,,0,,2,
86114,86114,Wood St @ Patterson Rd,,,,42.450888,-71.257882,,,,0,,0,
86115,86115,Wood St @ Holton Rd,,,,42.451966,-71.260364,,,,0,,0,
8612,8612,Wood St opp Woodpark Circle,,,,42.452743,-71.262029,,,,0,,0,
86121,86121,Wood St @ Conestoga Rd,,,,42.454874,-71.262832,,,,0,,0,
86122,86122,Wood St @ Bates Rd,,,,42.458114,-71.263587,,,,0,,0,
86178,86178,Hanscom Field Dr @ Old Bedford Rd,,,,42.457495,-71.289440,,,,0,,0,
86179,86179,Civil Air Terminal,,,,42.462813,-71.291173,,,,0,,1,
86180,86180,Hanscom Field Dr @ Old Bedford Rd,,,,42.457368,-71.289581,,,,0,,2,
8623,8623,Wood St @ Randolph Rd - Lincoln Lab,,,,42.458422,-71.263737,,,,0,,0,
86231,86231,Wood St @ Chestnut Lane,,,,42.454667,-71.263065,,,,0,,2,
8624,8624,Wood St @ Woodpark Circle,,,,42.452631,-71.262040,,,,0,,2,
86241,86241,Wood St opp Holton Rd,,,,42.451977,-71.260646,,,,0,,2,
86242,86242,Wood St opp Patterson Rd,,,,42.450778,-71.257879,,,,0,,2,
8625,8625,Old Mass Ave @ Wood St,,,,42.447759,-71.256397,,,,0,,0,
86251,86251,Old Mass Ave @ Bonair Ave,,,,42.449030,-71.260653,,,,0,,2,
86252,86252,Old Mass Ave @ Marrett Rd - Minuteman Park,,,,42.447365,-71.264687,,,,0,,0,
86261,86261,Marrett Rd @ Forbes Rd,,,,42.444426,-71.261344,,,,0,,0,
8627,8627,Marrett Rd opp Wilson Rd,,,,42.441994,-71.253989,,,,0,,2,
8628,8628,656 Marrett Rd,,,,42.441099,-71.252392,,,,0,,0,
8629,8629,Marrett Rd @ Lincoln St,,,,42.439837,-71.250908,,,,0,,0,
8630,8630,Marrett Rd @ Middle St,,,,42.435780,-71.248075,,,,0,,0,
8631,8631,Marrett Rd @ Tufts Rd,,,,42.435381,-71.246204,,,,0,,0,
8632,8632,Marrett Rd @ Spring St,,,,42.434256,-71.241256,,,,0,,0,
8633,8633,Marrett Rd opp Downing Rd,,,,42.434707,-71.239452,,,,0,,0,
8634,8634,Marrett Rd opp Prospect Hill Rd,,,,42.435307,-71.237497,,,,0,,0,
8635,8635,Marrett Rd @ Waltham St,,,,42.435732,-71.235184,,,,0,,0,
8636,8636,Massachusetts Ave @ Clarke St,,,,42.448481,-71.229454,,,,0,,1,
8637,8637,Massachusetts Ave @ Winthrop Rd,,,,42.445822,-71.222267,,,,0,,1,
8638,8638,Massachusetts Ave @ Slocum Rd,,,,42.444814,-71.221019,,,,0,,0,
8639,8639,Massachusetts Ave @ Bloomfield St,,,,42.443344,-71.219054,,,,0,,0,
8640,8640,Massachusetts Ave @ Percy Rd,,,,42.441813,-71.216798,,,,0,,1,
8641,8641,Massachusetts Ave @ Pelham Rd,,,,42.440033,-71.213938,,,,0,,0,
8642,8642,Massachusetts Ave @ Marret Rd - Rt 2A,,,,42.435839,-71.212205,,,,0,,0,
8643,8643,Massachusetts Ave @ Plainfield St,,,,42.434637,-71.210136,,,,0,,0,
86434,86434,Cummins Hwy @ Rosewood St,,,,42.269278,-71.096861,,,,0,,0,
8644,8644,Massachusetts Ave @ Locust Ave,,,,42.433916,-71.209317,,,,0,,0,
8645,8645,Massachusetts Ave @ Independence Ave,,,,42.431493,-71.207998,,,,0,,0,
86458,86458,Cummins Hwy @ Calvary Cemetery,,,,42.277858,-71.115045,,,,0,,0,
86459,86459,Cummins Hwy opp Pleasantview St,,,,42.275040,-71.110236,,,,0,,1,
8646,8646,Massachusetts Ave @ Gibson Rd,,,,42.430727,-71.207805,,,,0,,0,
8647,8647,Massachusetts Ave @ Pleasant St,,,,42.429320,-71.207156,,,,0,,0,
8648,8648,Pleasant St @ Fern St,,,,42.427371,-71.207209,,,,0,,0,
8649,8649,Pleasant St @ Luongo's Farm Lane,,,,42.423122,-71.208541,,,,0,,0,
86491,86491,Watertown St @ Pleasant St,,,,42.422092,-71.209060,,,,0,,2,
8650,8650,Watertown St @ Green Ln,,,,42.419737,-71.208486,,,,0,,2,
86500,86500,American Legion Hwy @ Franklin Hill Ave,,,,42.295767,-71.092219,,,,0,,0,
8651,8651,Watertown St @ Crescent Rd,,,,42.419110,-71.207367,,,,0,,0,
86618,86618,Main St @ Glenwood St,,,,42.146709,-71.252416,,,,0,,1,
8670,8670,Main St @ Townsend St,,,,42.377315,-71.228252,,,,0,,1,
8671,8671,Main St @ Chamberlain Terr,,,,42.377556,-71.226086,,,,0,,1,
8672,8672,Main St opp Rose Hill Way,,,,42.377561,-71.220551,,,,0,,0,
86734,86734,Walnut St opp Sterling St,,,,42.473865,-70.988949,,,,0,,0,
8674,8674,Main St @ Willow St,,,,42.376571,-71.216876,,,,0,,0,
8675,8675,Main St @ Lafayette St,,,,42.376175,-71.215311,,,,0,,0,
8676,8676,Main St @ Rangeley Rd,,,,42.375637,-71.213012,,,,0,,0,
8678,8678,Main St opp Warren St - Watertown Line,,,,42.374546,-71.210485,,,,0,,0,
8679,8679,Main St opp Longfellow Rd,,,,42.373561,-71.207022,,,,0,,0,
8680,8680,Adams St @ Centre St,,,,42.295291,-71.056269,,,,0,,1,
8681,8681,Adams St @ King St,,,,42.293215,-71.057344,,,,0,,0,
8682,8682,Adams St @ Lonsdale St,,,,42.291489,-71.057297,,,,0,,1,
8683,8683,Adams St @ Msgr Lydon Way,,,,42.290019,-71.056239,,,,0,,0,
8684,8684,Adams St @ Ashmont St,,,,42.288290,-71.055445,,,,0,,1,
8685,8685,Adams St @ Helena Rd,,,,42.286961,-71.054597,,,,0,,1,
8686,8686,Adams St @ Westmoreland St,,,,42.285125,-71.055176,,,,0,,1,
8687,8687,Adams St @ Minot St,,,,42.283684,-71.055696,,,,0,,0,
8691,8691,Washington St @ Clifton St,,,,42.432134,-71.072369,,,,0,,0,
86915,86915,Opp 976 Lexington St,,,,42.408603,-71.234301,,,,0,,1,
8692,8692,Winthrop St @ Playstead Rd,,,,42.431655,-71.130854,,,,0,,0,
86929,86929,Stow St @ Tavern Rd,,,,42.374243,-71.262416,,,,0,,0,
86930,86930,Main St @ Stow St,,,,42.376568,-71.265535,,,,0,,1,
86932,86932,Main St @ Sheridan Rd,,,,42.376397,-71.260928,,,,0,,0,
86933,86933,1164 Main St opp Edgehill Rd,,,,42.376340,-71.258808,,,,0,,0,
86934,86934,1114 Main St opp Malone St,,,,42.376324,-71.257538,,,,0,,1,
86935,86935,Main St @ Everett St,,,,42.376279,-71.254685,,,,0,,1,
86936,86936,Main St opp Prospect Hill Rd,,,,42.376260,-71.252272,,,,0,,0,
86937,86937,Main St @ Weston St,,,,42.376182,-71.250351,,,,0,,0,
86938,86938,Main St @ Wellington St,,,,42.376224,-71.248001,,,,0,,1,
86939,86939,Main St @ Prospect St,,,,42.376171,-71.246373,,,,0,,1,
86940,86940,Main St @ Harvard St,,,,42.376146,-71.244119,,,,0,,1,
86941,86941,Main St @ Daniels Ct,,,,42.376091,-71.240113,,,,0,,1,
86942,86942,702 Main St,,,,42.376064,-71.238183,,,,0,,1,
86943,86943,Moody St @ Main St,,,,42.375625,-71.236982,,,,0,,0,
86944,86944,Carter St @ Waltham Comm Rail Sta,,,,42.374525,-71.235692,,,,0,,1,
86945,86945,Main St @ Appleton St,,,,42.376842,-71.232009,,,,0,,1,
86946,86946,Main St @ Heard St,,,,42.377011,-71.230501,,,,0,,1,
86961,86961,Moody St @ Crescent St,,,,42.371561,-71.236933,,,,0,,1,
86962,86962,Moody St @ Walnut St,,,,42.369674,-71.237240,,,,0,,1,
86963,86963,Moody St @ Maple St,,,,42.367716,-71.237567,,,,0,,0,
86964,86964,Moody St @ Ash St,,,,42.365931,-71.238159,,,,0,,1,
86965,86965,Moody St @ Orange St,,,,42.363493,-71.238865,,,,0,,0,
86967,86967,Moody St opp Underwood Pk,,,,42.361158,-71.239218,,,,0,,0,
86968,86968,Lexington St @ Whitlowe Rd,,,,42.359108,-71.239519,,,,0,,0,
86970,86970,Moody St @ Main St.,,,,42.375765,-71.236893,,,,0,,0,
86971,86971,Moody St @ Carter St,,,,42.373876,-71.236394,,,,0,,1,
87,87,Massachusetts Ave @ Tremont St,,,,42.339459,-71.080362,,,,0,,1,
8717,8717,Dorchester Ave @ Talbot Ave,,,,42.287014,-71.063999,,,,0,,0,
875,875,Forest Hills,Forest Hills - Lower Busway,,Lower Busway,42.300479,-71.113634,,,level_-1_ground,0,place-forhl,0,
879,879,L St @ Broadway,,,,42.335704,-71.035488,,,,0,,0,
88,88,Massachusetts Ave @ Columbus Ave,,,,42.340606,-71.081617,,,,0,,1,
880,880,L St @ E 2nd St,,,,42.337375,-71.035546,,,,0,,0,
8801,8801,Neponset Circle @ Walnut St,,,,42.286790,-71.042227,,,,0,,1,
8802,8802,Neponset Circle @ Neponset Ave,,,,42.286293,-71.043411,,,,0,,0,
8803,8803,398 Neponset Ave @ Neponset Health Center,,,,42.286440,-71.044013,,,,0,,1,
8805,8805,Neponset Ave @ Tolman St,,,,42.288645,-71.047238,,,,0,,1,
8806,8806,248 Neponset Ave,,,,42.290354,-71.048593,,,,0,,1,
8807,8807,Neponset Ave @ Popes Hill St,,,,42.292992,-71.050744,,,,0,,1,
8808,8808,Neponset Ave opp King St,,,,42.294436,-71.052297,,,,0,,1,
8809,8809,Adams St @ Parkman St,,,,42.297104,-71.056561,,,,0,,0,
8811,8811,Hilltop St @ Granite Ave,,,,42.278908,-71.053941,,,,0,,0,
8812,8812,Hilltop St opp Crockett Ave.,,,,42.279320,-71.051266,,,,0,,0,
8813,8813,Hilltop St opp Whitridge St,,,,42.279781,-71.049944,,,,0,,0,
8814,8814,Hilltop St @ Hallet St,,,,42.281011,-71.047954,,,,0,,0,
8815,8815,Main St @ Merchants Row,,,,42.365985,-71.185281,,,,0,,1,
8816,8816,Main St @ Thaxter St,,,,42.367357,-71.187295,,,,0,,1,
8817,8817,Main St opp Chestnut St,,,,42.368233,-71.188685,,,,0,,1,
88171,88171,Main St opp Green St,,,,42.368712,-71.189316,,,,0,,1,
8818,8818,Main St @ Waverley Ave,,,,42.369972,-71.191645,,,,0,,1,
8819,8819,Main St @ Edenfield Ave,,,,42.370766,-71.194738,,,,0,,0,
882,882,Dorchester Ave @ Richmond St,,,,42.274026,-71.067521,,,,0,,0,
8820,8820,Main St @ Olney St,,,,42.371365,-71.196349,,,,0,,0,
8821,8821,Main St @ Copeland St,,,,42.373085,-71.201758,,,,0,,0,
8822,8822,Main St @ Wilmot St,,,,42.373350,-71.202912,,,,0,,0,
8823,8823,Main St @ Emerson Rd,,,,42.373684,-71.206220,,,,0,,0,
8824,8824,Main St @ Longfellow Rd,,,,42.373768,-71.207399,,,,0,,0,
8825,8825,Main St @ Warren St - Waltham Line,,,,42.374606,-71.210156,,,,0,,0,
8826,8826,Main St @ Beal Rd,,,,42.375525,-71.212183,,,,0,,0,
8828,8828,Main St opp Willow St,,,,42.376669,-71.216560,,,,0,,0,
883,883,Dorchester Ave @ Richmond St,,,,42.273982,-71.067662,,,,0,,1,
8830,8830,Main St @ Rose Hill Way,,,,42.377832,-71.220963,,,,0,,0,
8831,8831,Main St @ Chamberlain Terr,,,,42.377686,-71.226552,,,,0,,1,
8832,8832,Main St @ Pleasant St,,,,42.377539,-71.227937,,,,0,,1,
8833,8833,Main St @ Craven Cir,,,,42.377371,-71.229070,,,,0,,1,
88332,88332,Main St @ Liberty St,,,,42.376911,-71.232884,,,,0,,1,
88333,88333,Carter St opp Commuter Rail Station,,,,42.374664,-71.235376,,,,0,,1,
88334,88334,691 Main St,,,,42.376247,-71.237816,,,,0,,0,
88335,88335,Main St @ Exchange St,,,,42.376266,-71.240174,,,,0,,1,
88336,88336,Main St @ Fiske St,,,,42.376313,-71.243712,,,,0,,1,
88337,88337,Main St @ Hammond St,,,,42.376355,-71.246665,,,,0,,1,
88339,88339,South St @ Weston St,,,,42.375769,-71.250110,,,,0,,0,
88340,88340,South St @ Bedford St,,,,42.371525,-71.250207,,,,0,,0,
88341,88341,Hope Ave @ Boston Children's Waltham,,,,42.369407,-71.248541,,,,0,,0,
88342,88342,South St @ Shakespeare Rd,,,,42.368396,-71.251270,,,,0,,0,
88344,88344,South St @ Brandeis University,,,,42.364384,-71.258565,,,,0,,0,
88345,88345,South St @ Turner St,,,,42.361793,-71.260887,,,,0,,0,
88346,88346,Sunnyside St @ South St,,,,42.359839,-71.262337,,,,0,,0,
884,884,Summer St @ E 1st St,,,,42.338280,-71.035424,,,,0,,0,
8841,8841,Main St @ Palmer St,,,,42.376368,-71.250081,,,,0,,0,
8842,8842,Main St @ Prospect Hill Rd,,,,42.376354,-71.252353,,,,0,,0,
8843,8843,Main St @ Lunda St,,,,42.376379,-71.255206,,,,0,,0,
8844,8844,Main St @ Malone St,,,,42.376417,-71.257501,,,,0,,0,
8845,8845,Main St @ Edgehill Rd,,,,42.376433,-71.258889,,,,0,,1,
8846,8846,Main St @ Hill Rd,,,,42.376487,-71.261024,,,,0,,0,
8848,8848,Main St @ Stow St,,,,42.376664,-71.265609,,,,0,,0,
8849,8849,Stow St @ Tavern Rd,,,,42.374562,-71.263004,,,,0,,0,
885,885,Summer St @ E 1st St,,,,42.338215,-71.035547,,,,0,,0,
8850,8850,Tavern Rd @ Weston St,,,,42.373043,-71.263594,,,,0,,0,
8851,8851,East 1st St @ M St,,,,42.338103,-71.033218,,,,0,,0,
8852,8852,Main St @ Old Main St,,,,42.521421,-71.158783,,,,0,,2,
