pathway_id,from_stop_id,to_stop_id,facility_id,pathway_mode,pathway_type,traversal_time,wheelchair_traversal_time,ramp_slope,stair_count,pathway_name,pathway_code,signposted_as,instructions
jfk-043,70086,door-jfk-sydneys,,0,1,84,-1,,,Red Line (Alewife from Ashmont) to JFK/UMass - Sydney St (South),,JFK/UMass - Sydney St (South),
jfk-044,70095,door-jfk-sydneys,,0,1,106,-1,,,Red Line (Braintree) to JFK/UMass - Sydney St (South),,JFK/UMass - Sydney St (South),
jfk-045,70096,door-jfk-sydneys,,0,1,106,-1,,,Red Line (Alewife from Braintree) to JFK/UMass - Sydney St (South),,JFK/UMass - Sydney St (South),
jfk-046,70085,door-jfk-sydneyn,,0,1,77,-1,,,Red Line (Ashmont) to JFK/UMass - Sydney St (North),,JFK/UMass - Sydney St (North),
jfk-047,door-jfk-sydneyn,70085,,0,1,83,-1,,,JFK/UMass - Sydney St (North) to Red Line (Ashmont),,Outbound to Ashmont,
jfk-048,70086,door-jfk-sydneyn,,0,1,77,-1,,,Red Line (Alewife from Ashmont) to JFK/UMass - Sydney St (North),,JFK/UMass - Sydney St (North),
jfk-049,door-jfk-sydneyn,70086,,0,1,83,-1,,,JFK/UMass - Sydney St (North) to Red Line (Alewife from Ashmont),,Inbound to Alewife via Park St. and Downtown Crossing,
jfk-050,70095,door-jfk-sydneyn,,0,1,77,-1,,,Red Line (Braintree) to JFK/UMass - Sydney St (North),,JFK/UMass - Sydney St (North),
jfk-051,door-jfk-sydneyn,70095,,0,1,83,-1,,,JFK/UMass - Sydney St (North) to Red Line (Braintree),,Outbound to Braintree,
jfk-052,70096,door-jfk-sydneyn,,0,1,77,-1,,,Red Line (Alewife from Braintree) to JFK/UMass - Sydney St (North),,JFK/UMass - Sydney St (North),
jfk-053,door-jfk-sydneyn,70096,,0,1,83,-1,,,JFK/UMass - Sydney St (North) to Red Line (Alewife from Braintree),,Inbound to Alewife via Park St. and Downtown Crossing,
jfk-054,121,door-jfk-sydneyn,,0,1,143,-1,,,Busway to JFK/UMass - Sydney St (North),,JFK/UMass - Sydney St (North),
jfk-055,door-jfk-sydneyn,121,,0,1,143,-1,,,JFK/UMass - Sydney St (North) to Busway,,Busway,
jfk-056,JFK/UMASS,door-jfk-sydneyn,,0,1,156,-1,,,Commuter Rail to JFK/UMass - Sydney St (North),,JFK/UMass - Sydney St (North),
jfk-057,door-jfk-sydneyn,JFK/UMASS,,0,1,157,-1,,,JFK/UMass - Sydney St (North) to Commuter Rail,,"Commuter Rail - Boston, Outbound",
jfk-058,70085,door-jfk-oldcolony,,0,1,93,-1,,,"Red Line (Ashmont) to JFK/UMass - Busway, JFK Library, Mount Vernon St (Stairs)",,"JFK/UMass - Busway, JFK Library, Mount Vernon St (Stairs)",
jfk-059,door-jfk-oldcolony,70085,,0,1,98,-1,,,"JFK/UMass - Busway, JFK Library, Mount Vernon St (Stairs) to Red Line (Ashmont)",,Outbound to Ashmont,
jfk-060,70086,door-jfk-oldcolony,,0,1,93,-1,,,"Red Line (Alewife from Ashmont) to JFK/UMass - Busway, JFK Library, Mount Vernon St (Stairs)",,"JFK/UMass - Busway, JFK Library, Mount Vernon St (Stairs)",
jfk-061,door-jfk-oldcolony,70086,,0,1,98,-1,,,"JFK/UMass - Busway, JFK Library, Mount Vernon St (Stairs) to Red Line (Alewife from Ashmont)",,Inbound to Alewife via Park St. and Downtown Crossing,
jfk-062,70095,door-jfk-oldcolony,,0,1,93,-1,,,"Red Line (Braintree) to JFK/UMass - Busway, JFK Library, Mount Vernon St (Stairs)",,"JFK/UMass - Busway, JFK Library, Mount Vernon St (Stairs)",
jfk-063,door-jfk-oldcolony,70095,,0,1,98,-1,,,"JFK/UMass - Busway, JFK Library, Mount Vernon St (Stairs) to Red Line (Braintree)",,Outbound to Braintree,
jfk-064,70096,door-jfk-oldcolony,,0,1,93,-1,,,"Red Line (Alewife from Braintree) to JFK/UMass - Busway, JFK Library, Mount Vernon St (Stairs)",,"JFK/UMass - Busway, JFK Library, Mount Vernon St (Stairs)",
jfk-065,door-jfk-oldcolony,70096,,0,1,98,-1,,,"JFK/UMass - Busway, JFK Library, Mount Vernon St (Stairs) to Red Line (Alewife from Braintree)",,Inbound to Alewife via Park St. and Downtown Crossing,
jfk-066,121,door-jfk-oldcolony,,0,1,48,-1,,,"Busway to JFK/UMass - Busway, JFK Library, Mount Vernon St (Stairs)",,"JFK/UMass - Busway, JFK Library, Mount Vernon St (Stairs)",
jfk-067,door-jfk-oldcolony,121,,0,1,48,-1,,,"JFK/UMass - Busway, JFK Library, Mount Vernon St (Stairs) to Busway",,Busway,
jfk-068,JFK/UMASS,door-jfk-oldcolony,,0,1,61,-1,,,"Commuter Rail to JFK/UMass - Busway, JFK Library, Mount Vernon St (Stairs)",,"JFK/UMass - Busway, JFK Library, Mount Vernon St (Stairs)",
jfk-069,door-jfk-oldcolony,JFK/UMASS,,0,1,61,-1,,,"JFK/UMass - Busway, JFK Library, Mount Vernon St (Stairs) to Commuter Rail",,"Commuter Rail - Boston, Outbound",
jfk-070,70085,door-jfk-busway,,0,1,156,222,,,"Red Line (Ashmont) to JFK/UMass - Busway, JFK Library, Mount Vernon St (Ramp)",,"JFK/UMass - Busway, JFK Library, Mount Vernon St (Ramp)",
jfk-071,door-jfk-busway,70085,,0,1,163,241,,,"JFK/UMass - Busway, JFK Library, Mount Vernon St (Ramp) to Red Line (Ashmont)",,Outbound to Ashmont,
jfk-072,70086,door-jfk-busway,,0,1,156,222,,,"Red Line (Alewife from Ashmont) to JFK/UMass - Busway, JFK Library, Mount Vernon St (Ramp)",,"JFK/UMass - Busway, JFK Library, Mount Vernon St (Ramp)",
jfk-073,door-jfk-busway,70086,,0,1,163,241,,,"JFK/UMass - Busway, JFK Library, Mount Vernon St (Ramp) to Red Line (Alewife from Ashmont)",,Inbound to Alewife via Park St. and Downtown Crossing,
jfk-074,70095,door-jfk-busway,,0,1,156,222,,,"Red Line (Braintree) to JFK/UMass - Busway, JFK Library, Mount Vernon St (Ramp)",,"JFK/UMass - Busway, JFK Library, Mount Vernon St (Ramp)",
jfk-075,door-jfk-busway,70095,,0,1,163,241,,,"JFK/UMass - Busway, JFK Library, Mount Vernon St (Ramp) to Red Line (Braintree)",,Outbound to Braintree,
jfk-076,70096,door-jfk-busway,,0,1,156,222,,,"Red Line (Alewife from Braintree) to JFK/UMass - Busway, JFK Library, Mount Vernon St (Ramp)",,"JFK/UMass - Busway, JFK Library, Mount Vernon St (Ramp)",
jfk-077,door-jfk-busway,70096,,0,1,163,241,,,"JFK/UMass - Busway, JFK Library, Mount Vernon St (Ramp) to Red Line (Alewife from Braintree)",,Inbound to Alewife via Park St. and Downtown Crossing,
jfk-078,121,door-jfk-busway,,0,1,28,36,,,"Busway to JFK/UMass - Busway, JFK Library, Mount Vernon St (Ramp)",,"JFK/UMass - Busway, JFK Library, Mount Vernon St (Ramp)",
jfk-079,door-jfk-busway,121,,0,1,28,36,,,"JFK/UMass - Busway, JFK Library, Mount Vernon St (Ramp) to Busway",,Busway,
jfk-080,JFK/UMASS,door-jfk-busway,,0,1,85,110,,,"Commuter Rail to JFK/UMass - Busway, JFK Library, Mount Vernon St (Ramp)",,"JFK/UMass - Busway, JFK Library, Mount Vernon St (Ramp)",
jfk-081,door-jfk-busway,JFK/UMASS,,0,1,85,110,,,"JFK/UMass - Busway, JFK Library, Mount Vernon St (Ramp) to Commuter Rail",,"Commuter Rail - Boston, Outbound",
davis-000,70063,5104,,0,2,173,260,,,Red Line (Ashmont/Braintree) to Busway,,Busway,
davis-001,70064,5104,,0,2,173,260,,,Red Line (Alewife) to Busway,,Busway,
davis-002,5104,70063,,0,2,166,270,,,Busway to Red Line (Ashmont/Braintree),,Inbound to Ashmont & Braintree via Park & Downtown Crossing,
davis-003,5104,70064,,0,2,166,270,,,Busway to Red Line (Alewife),,Outbound to Alewife,
davis-004,70063,5015,,0,3,193,280,,,Red Line (Ashmont/Braintree) to College Ave bus stop,,College Ave bus stop,
davis-005,70064,5015,,0,3,193,280,,,Red Line (Alewife) to College Ave bus stop,,College Ave bus stop,
davis-006,5015,70063,,0,3,186,290,,,College Ave bus stop to Red Line (Ashmont/Braintree),,Inbound to Ashmont & Braintree via Park & Downtown Crossing,
davis-007,5015,70064,,0,3,186,290,,,College Ave bus stop to Red Line (Alewife),,Outbound to Alewife,
davis-008,70063,2581,,0,3,141,388,,,Red Line (Ashmont/Braintree) to Holland St bus stop (Lechmere),,Holland St bus stop (Lechmere),
davis-009,70064,2581,,0,3,141,388,,,Red Line (Alewife) to Holland St bus stop (Lechmere),,Holland St bus stop (Lechmere),
davis-010,2581,70063,,0,3,134,398,,,Holland St bus stop (Lechmere) to Red Line (Ashmont/Braintree),,Inbound to Ashmont & Braintree via Park & Downtown Crossing,
davis-011,2581,70064,,0,3,134,398,,,Holland St bus stop (Lechmere) to Red Line (Alewife),,Outbound to Alewife,
davis-012,70063,70064,,0,2,8,10,,,Red Line (Ashmont/Braintree) to Red Line (Alewife),,Outbound to Alewife,
davis-013,70064,70063,,0,2,8,10,,,Red Line (Alewife) to Red Line (Ashmont/Braintree),,Inbound to Ashmont & Braintree via Park & Downtown Crossing,
davis-014,70063,door-davis-busway,,0,1,157,244,,,"Red Line (Ashmont/Braintree) to Davis - College Ave, Tufts University, Buses",,"Davis - College Ave, Tufts University, Buses",
davis-015,door-davis-busway,70063,,0,1,142,254,,,"Davis - College Ave, Tufts University, Buses to Red Line (Ashmont/Braintree)",,Inbound to Ashmont & Braintree via Park & Downtown Crossing,
davis-016,70064,door-davis-busway,,0,1,157,244,,,"Red Line (Alewife) to Davis - College Ave, Tufts University, Buses",,"Davis - College Ave, Tufts University, Buses",
davis-017,door-davis-busway,70064,,0,1,142,254,,,"Davis - College Ave, Tufts University, Buses to Red Line (Alewife)",,Outbound to Alewife,
davis-018,5104,door-davis-busway,,0,1,13,17,,,"Busway to Davis - College Ave, Tufts University, Buses",,"Davis - College Ave, Tufts University, Buses",
davis-019,door-davis-busway,5104,,0,1,13,17,,,"Davis - College Ave, Tufts University, Buses to Busway",,Busway,
davis-020,5015,door-davis-busway,,0,3,33,37,,,"College Ave bus stop to Davis - College Ave, Tufts University, Buses",,"Davis - College Ave, Tufts University, Buses",
davis-021,door-davis-busway,5015,,0,3,33,37,,,"Davis - College Ave, Tufts University, Buses to College Ave bus stop",,College Ave bus stop,
davis-022,70063,door-davis-holland,,0,1,128,-1,,,"Red Line (Ashmont/Braintree) to Davis - Holland St, Buses",,"Davis - Holland St, Buses",
davis-023,door-davis-holland,70063,,0,1,111,-1,,,"Davis - Holland St, Buses to Red Line (Ashmont/Braintree)",,Inbound to Ashmont & Braintree via Park & Downtown Crossing,
davis-024,70064,door-davis-holland,,0,1,128,-1,,,"Red Line (Alewife) to Davis - Holland St, Buses",,"Davis - Holland St, Buses",
davis-025,door-davis-holland,70064,,0,1,111,-1,,,"Davis - Holland St, Buses to Red Line (Alewife)",,Outbound to Alewife,
davis-026,2581,door-davis-holland,,0,3,13,-1,,,"Holland St bus stop (Lechmere) to Davis - Holland St, Buses",,"Davis - Holland St, Buses",
davis-027,door-davis-holland,2581,,0,3,13,-1,,,"Davis - Holland St, Buses to Holland St bus stop (Lechmere)",,Holland St bus stop (Lechmere),
davis-028,5104,5015,,0,3,45,53,,,Busway to College Ave bus stop,,College Ave bus stop,
davis-029,5015,5104,,0,3,45,53,,,College Ave bus stop to Busway,,Busway,
hymnl-000,70153,93,,0,2,73,-1,,,Green Line (Kenmore & West) to bus stop (Harvard),,Bus stop (Harvard),
hymnl-001,70153,79,,0,2,163,-1,,,Green Line (Kenmore & West) to bus stop (Dudley),,Bus stop (Dudley),
hymnl-002,70153,70152,,0,2,56,-1,,,Green Line (Kenmore & West) to Green Line (Park Street & North),,Lechmere via Park,
hymnl-003,93,70153,,0,2,63,-1,,,bus stop (Harvard) to Green Line (Kenmore & West),,"B.C., Cleveland Cir. & Riverside via Kenmore",
hymnl-004,79,70153,,0,2,153,-1,,,bus stop (Dudley) to Green Line (Kenmore & West),,"B.C., Cleveland Cir. & Riverside via Kenmore",
hymnl-005,70152,70153,,0,2,48,-1,,,Green Line (Park Street & North) to Green Line (Kenmore & West),,"B.C., Cleveland Cir. & Riverside via Kenmore",
hymnl-006,70152,93,,0,2,62,-1,,,Green Line (Park Street & North) to bus stop (Harvard),,Bus stop (Harvard),
hymnl-007,70152,79,,0,2,134,-1,,,Green Line (Park Street & North) to bus stop (Dudley),,Bus stop (Dudley),
hymnl-008,93,70152,,0,2,63,-1,,,bus stop (Harvard) to Green Line (Park Street & North),,Lechmere via Park,
hymnl-009,79,70152,,0,2,153,-1,,,bus stop (Dudley) to Green Line (Park Street & North),,Lechmere via Park,
hymnl-010,70152,door-hymnl-mass,,0,1,50,-1,,,"Green Line (Park Street & North) to Hynes Convention Center - Massachusetts Ave, Buses",,"Hynes Convention Center - Massachusetts Ave, Buses",
hymnl-011,door-hymnl-mass,70152,,0,1,49,-1,,,"Hynes Convention Center - Massachusetts Ave, Buses to Green Line (Park Street & North)",,Lechmere via Park,
hymnl-012,70153,door-hymnl-mass,,0,1,58,-1,,,"Green Line (Kenmore & West) to Hynes Convention Center - Massachusetts Ave, Buses",,"Hynes Convention Center - Massachusetts Ave, Buses",
hymnl-013,door-hymnl-mass,70153,,0,1,49,-1,,,"Hynes Convention Center - Massachusetts Ave, Buses to Green Line (Kenmore & West)",,"B.C., Cleveland Cir. & Riverside via Kenmore",
hymnl-014,93,door-hymnl-mass,,0,1,15,-1,,,"bus stop (Harvard) to Hynes Convention Center - Massachusetts Ave, Buses",,"Hynes Convention Center - Massachusetts Ave, Buses",
hymnl-015,door-hymnl-mass,93,,0,1,15,-1,,,"Hynes Convention Center - Massachusetts Ave, Buses to bus stop (Harvard)",,Bus stop (Harvard),
hymnl-016,79,door-hymnl-mass,,0,1,105,-1,,,"bus stop (Dudley) to Hynes Convention Center - Massachusetts Ave, Buses",,"Hynes Convention Center - Massachusetts Ave, Buses",
hymnl-017,door-hymnl-mass,79,,0,1,105,-1,,,"Hynes Convention Center - Massachusetts Ave, Buses to bus stop (Dudley)",,Bus stop (Dudley),
hymnl-018,70152,door-hymnl-newbury,,0,1,40,-1,,,Green Line (Park Street & North) to Hynes Convention Center - Newbury St,,Hynes Convention Center - Newbury St,
hymnl-019,70153,door-hymnl-newbury,,0,1,46,-1,,,Green Line (Kenmore & West) to Hynes Convention Center - Newbury St,,Hynes Convention Center - Newbury St,
tumnl-000,70017,70016,,0,2,87,176,,,Orange Line (Oak Grove) to Orange Line (Forest Hills),,Outbound to Forest Hills,
tumnl-001,70016,70017,,0,2,87,176,,,Orange Line (Forest Hills) to Orange Line (Oak Grove),,Inbound to Oak Grove via Downtown Crossing and State,
tumnl-002,70017,6565,,0,2,186,268,,,"Orange Line (Oak Grove) to Silver Line (Downtown Crossing, South Station)",,"Silver Line - Downtown Crossing, South Station",
tumnl-003,70017,49002,,0,2,130,202,,,Orange Line (Oak Grove) to Silver Line (Dudley),,Silver Line - Dudley,
tumnl-004,70016,6565,,0,2,175,255,,,"Orange Line (Forest Hills) to Silver Line (Downtown Crossing, South Station)",,"Silver Line - Downtown Crossing, South Station",
tumnl-005,70016,49002,,0,2,119,188,,,Orange Line (Forest Hills) to Silver Line (Dudley),,Silver Line - Dudley,
tumnl-006,6565,70017,,0,2,148,232,,,"Silver Line (Downtown Crossing, South Station) to Orange Line (Oak Grove)",,Inbound to Oak Grove via Downtown Crossing and State,
tumnl-007,49002,70017,,0,2,92,165,,,Silver Line (Dudley) to Orange Line (Oak Grove),,Inbound to Oak Grove via Downtown Crossing and State,
tumnl-008,6565,70016,,0,2,138,218,,,"Silver Line (Downtown Crossing, South Station) to Orange Line (Forest Hills)",,Outbound to Forest Hills,
tumnl-009,49002,70016,,0,2,81,151,,,Silver Line (Dudley) to Orange Line (Forest Hills),,Outbound to Forest Hills,
tumnl-010,70016,door-tumnl-washington,,0,1,108,174,,,"Orange Line (Forest Hills) to Tufts Medical Center - Washington St, Tufts Medical Center",,"Tufts Medical Center - Washington St, Tufts Medical Center",
tumnl-011,door-tumnl-washington,70016,,0,1,71,137,,,"Tufts Medical Center - Washington St, Tufts Medical Center to Orange Line (Forest Hills)",,Outbound to Forest Hills,
tumnl-012,70017,door-tumnl-washington,,0,1,119,188,,,"Orange Line (Oak Grove) to Tufts Medical Center - Washington St, Tufts Medical Center",,"Tufts Medical Center - Washington St, Tufts Medical Center",
tumnl-013,door-tumnl-washington,70017,,0,1,81,151,,,"Tufts Medical Center - Washington St, Tufts Medical Center to Orange Line (Oak Grove)",,Inbound to Oak Grove via Downtown Crossing and State,
tumnl-014,6565,door-tumnl-washington,,0,1,68,81,,,"Silver Line (Downtown Crossing, South Station) to Tufts Medical Center - Washington St, Tufts Medical Center",,"Tufts Medical Center - Washington St, Tufts Medical Center",
tumnl-015,door-tumnl-washington,6565,,0,1,68,81,,,"Tufts Medical Center - Washington St, Tufts Medical Center to Silver Line (Downtown Crossing, South Station)",,"Silver Line - Downtown Crossing, South Station",
tumnl-016,49002,door-tumnl-washington,,0,1,11,15,,,"Silver Line (Dudley) to Tufts Medical Center - Washington St, Tufts Medical Center",,"Tufts Medical Center - Washington St, Tufts Medical Center",
tumnl-017,door-tumnl-washington,49002,,0,1,11,15,,,"Tufts Medical Center - Washington St, Tufts Medical Center to Silver Line (Dudley)",,Silver Line - Dudley,
tumnl-018,70016,door-tumnl-tremont,,0,1,111,-1,,,"Orange Line (Forest Hills) to Tufts Medical Center - Tremont St, YMCA Wang",,"Tufts Medical Center - Tremont St, YMCA Wang",
tumnl-019,door-tumnl-tremont,70016,,0,1,77,-1,,,"Tufts Medical Center - Tremont St, YMCA Wang to Orange Line (Forest Hills)",,Outbound to Forest Hills,
tumnl-020,70017,door-tumnl-tremont,,0,1,126,-1,,,"Orange Line (Oak Grove) to Tufts Medical Center - Tremont St, YMCA Wang",,"Tufts Medical Center - Tremont St, YMCA Wang",
tumnl-021,door-tumnl-tremont,70017,,0,1,92,-1,,,"Tufts Medical Center - Tremont St, YMCA Wang to Orange Line (Oak Grove)",,Inbound to Oak Grove via Downtown Crossing and State,
forhl-000,Forest Hills,70001,,0,2,162,276,,,Commuter Rail to Orange Line,,Inbound,
forhl-001,Forest Hills,875,,0,2,175,305,,,Commuter Rail to Lower Busway,,Lower Busway,
forhl-002,Forest Hills,10642,,0,2,178,270,,,Commuter Rail to Upper Busway,,Upper Busway,
forhl-003,70001,Forest Hills,,0,2,169,287,,,Orange Line to Commuter Rail,,"Commuter Rail - Inbound, Outbound",
forhl-004,875,Forest Hills,,0,2,180,305,,,Lower Busway to Commuter Rail,,"Commuter Rail - Inbound, Outbound",
forhl-005,10642,Forest Hills,,0,2,174,270,,,Upper Busway to Commuter Rail,,"Commuter Rail - Inbound, Outbound",
forhl-006,875,70001,,0,2,105,189,,,Lower Busway to Orange Line,,Inbound,
forhl-007,10642,70001,,0,2,98,154,,,Upper Busway to Orange Line,,Inbound,
forhl-008,70001,875,,0,2,107,199,,,Orange Line to Lower Busway,,Lower Busway,
forhl-009,70001,10642,,0,2,110,164,,,Orange Line to Upper Busway,,Upper Busway,
forhl-010,875,10642,,0,2,121,182,,,Lower Busway to Upper Busway,,Upper Busway,
forhl-011,10642,875,,0,2,111,182,,,Upper Busway to Lower Busway,,Lower Busway,
forhl-012,70001,door-forhl-upper,,0,1,69,111,,,Orange Line to Forest Hills - Washington St,,Forest Hills - Washington St,
forhl-013,door-forhl-upper,70001,,0,1,58,102,,,Forest Hills - Washington St to Orange Line,,Inbound,
forhl-014,875,door-forhl-upper,,0,1,80,129,,,Lower Busway to Forest Hills - Washington St,,Forest Hills - Washington St,
forhl-015,door-forhl-upper,875,,0,1,71,129,,,Forest Hills - Washington St to Lower Busway,,Lower Busway,
forhl-016,10642,door-forhl-upper,,0,1,41,53,,,Upper Busway to Forest Hills - Washington St,,Forest Hills - Washington St,
forhl-017,door-forhl-upper,10642,,0,1,41,53,,,Forest Hills - Washington St to Upper Busway,,Upper Busway,
forhl-018,Forest Hills,door-forhl-upper,,0,1,137,217,,,Commuter Rail to Forest Hills - Washington St,,Forest Hills - Washington St,
forhl-019,door-forhl-upper,Forest Hills,,0,1,133,217,,,Forest Hills - Washington St to Commuter Rail,,"Commuter Rail - Inbound, Outbound",
forhl-020,70001,door-forhl-arborway,,0,1,70,112,,,"Orange Line to Forest Hills - Arboretum, Washington St, South St",,"Forest Hills - Arboretum, Washington St, South St",
forhl-022,875,door-forhl-arborway,,0,1,80,130,,,"Lower Busway to Forest Hills - Arboretum, Washington St, South St",,"Forest Hills - Arboretum, Washington St, South St",
forhl-023,door-forhl-arborway,875,,0,1,71,130,,,"Forest Hills - Arboretum, Washington St, South St to Lower Busway",,Lower Busway,
forhl-024,10642,door-forhl-arborway,,0,1,74,96,,,"Upper Busway to Forest Hills - Arboretum, Washington St, South St",,"Forest Hills - Arboretum, Washington St, South St",
forhl-025,door-forhl-arborway,10642,,0,1,74,96,,,"Forest Hills - Arboretum, Washington St, South St to Upper Busway",,Upper Busway,
forhl-026,Forest Hills,door-forhl-arborway,,0,1,138,218,,,"Commuter Rail to Forest Hills - Arboretum, Washington St, South St",,"Forest Hills - Arboretum, Washington St, South St",
forhl-027,door-forhl-arborway,Forest Hills,,0,1,133,218,,,"Forest Hills - Arboretum, Washington St, South St to Commuter Rail",,"Commuter Rail - Inbound, Outbound",
forhl-028,70001,door-forhl-lower,,0,1,72,116,,,"Orange Line to Forest Hills - Hyde Park Ave, Franklin Park, Zoo, Parking",,"Forest Hills - Hyde Park Ave, Franklin Park, Zoo, Parking",
forhl-029,door-forhl-lower,70001,,0,1,61,96,,,"Forest Hills - Hyde Park Ave, Franklin Park, Zoo, Parking to Orange Line",,Inbound,
forhl-030,875,door-forhl-lower,,0,1,44,84,,,"Lower Busway to Forest Hills - Hyde Park Ave, Franklin Park, Zoo, Parking",,"Forest Hills - Hyde Park Ave, Franklin Park, Zoo, Parking",
forhl-031,door-forhl-lower,875,,0,1,35,84,,,"Forest Hills - Hyde Park Ave, Franklin Park, Zoo, Parking to Lower Busway",,Lower Busway,
forhl-032,10642,door-forhl-lower,,0,1,77,99,,,"Upper Busway to Forest Hills - Hyde Park Ave, Franklin Park, Zoo, Parking",,"Forest Hills - Hyde Park Ave, Franklin Park, Zoo, Parking",
forhl-033,door-forhl-lower,10642,,0,1,77,99,,,"Forest Hills - Hyde Park Ave, Franklin Park, Zoo, Parking to Upper Busway",,Upper Busway,
forhl-034,Forest Hills,door-forhl-lower,,0,1,141,222,,,"Commuter Rail to Forest Hills - Hyde Park Ave, Franklin Park, Zoo, Parking",,"Forest Hills - Hyde Park Ave, Franklin Park, Zoo, Parking",
forhl-035,door-forhl-lower,Forest Hills,,0,1,136,222,,,"Forest Hills - Hyde Park Ave, Franklin Park, Zoo, Parking to Commuter Rail",,"Commuter Rail - Inbound, Outbound",
forhl-036,70001,door-forhl-exit,,0,1,65,-1,,,"Orange Line to Forest Hills - Washington St, South St",,"Forest Hills - Washington St, South St",
lech-000,70209,14150,,0,2,37,48,,,Green Line to Busway,,Busway,
lech-001,14150,70210,,0,2,96,122,,,Busway to Green Line (Copley & West),,Haymarket & Park St.,
lech-002,14150,door-lech-entrance,,0,1,75,97,,,Busway to Lechmere - Entrance,,Lechmere - Entrance,
lech-003,door-lech-exit,14150,,0,1,26,33,,,Lechmere - Exit Only to Busway,,Busway,
lech-004,70209,door-lech-exit,,0,1,12,15,,,Green Line to Lechmere - Exit Only,,Lechmere - Exit Only,
lech-005,door-lech-entrance,70210,,0,1,12,15,,,Lechmere - Entrance to Green Line (Copley & West),,Haymarket & Park St.,
aport-000,70048,7096,,0,2,47,60,,,Blue Line (Wonderland) to Silver Line (SL3 Chelsea),,Silver Line - SL3 Chelsea,
aport-001,7096,70048,,0,2,57,70,,,Silver Line (Chelsea) to Blue Line (Wonderland),,Outbound to Wonderland,
aport-002,70047,7096,,0,2,128,224,,,Blue Line (Bowdoin) to Silver Line (SL3 Chelsea),,Silver Line - SL3 Chelsea,
aport-003,7096,70047,,0,2,135,227,,,Silver Line (Chelsea) to Blue Line (Bowdoin),,Inbound to Government Center,
aport-008,70048,70047,,0,2,111,183,,,Blue Line (Wonderland) to Blue Line (Bowdoin),,Inbound to Government Center,
aport-009,70047,70048,,0,2,111,190,,,Blue Line (Bowdoin) to Blue Line (Wonderland),,Outbound to Wonderland,
aport-010,70048,7097,,0,2,30,36,,,Blue Line (Wonderland) to Silver Line (SL3 South Station),,Silver Line - SL3 South Station,
aport-011,7097,70048,,0,2,40,46,,,Silver Line (South Station) to Blue Line (Wonderland),,Outbound to Wonderland,
aport-012,70047,7097,,0,2,111,200,,,Blue Line (Bowdoin) to Silver Line (SL3 South Station),,Silver Line - SL3 South Station,
aport-013,7097,70047,,0,2,118,203,,,Silver Line (South Station) to Blue Line (Bowdoin),,Inbound to Government Center,
aport-016,7096,7097,,0,2,8,14,,,Silver Line (Chelsea) to Silver Line (SL3 South Station),,Silver Line - SL3 South Station,
aport-019,7097,7096,,0,2,8,14,,,Silver Line (South Station) to Silver Line (SL3 Chelsea),,Silver Line - SL3 Chelsea,
aport-020,70048,door-aport-buses,,0,1,29,38,,,"Blue Line (Wonderland) to Airport - Buses, Airport",,"Airport - Buses, Airport",
aport-021,70047,door-aport-buses,,0,1,111,202,,,"Blue Line (Bowdoin) to Airport - Buses, Airport",,"Airport - Buses, Airport",
aport-022,7096,door-aport-buses,,0,1,18,23,,,"Silver Line (Chelsea) to Airport - Buses, Airport",,"Airport - Buses, Airport",
aport-023,7097,door-aport-buses,,0,1,7,8,,,"Silver Line (South Station) to Airport - Buses, Airport",,"Airport - Buses, Airport",
aport-025,door-aport-buses,70048,,0,1,39,48,,,"Airport - Buses, Airport to Blue Line (Wonderland)",,Outbound to Wonderland,
aport-026,door-aport-buses,70047,,0,1,118,205,,,"Airport - Buses, Airport to Blue Line (Bowdoin)",,Inbound to Government Center,
aport-027,door-aport-buses,7096,,0,1,18,23,,,"Airport - Buses, Airport to Silver Line (SL3 Chelsea)",,Silver Line - SL3 Chelsea,
aport-028,door-aport-buses,7097,,0,1,7,8,,,"Airport - Buses, Airport to Silver Line (SL3 South Station)",,Silver Line - SL3 South Station,
aport-030,70048,door-aport-bremen,,0,1,12,15,,,Blue Line (Wonderland) to Airport - Bremen St,,Airport - Bremen St,
aport-031,70047,door-aport-bremen,,0,1,122,188,,,Blue Line (Bowdoin) to Airport - Bremen St,,Airport - Bremen St,
aport-032,7096,door-aport-bremen,,0,1,110,222,,,Silver Line (Chelsea) to Airport - Bremen St,,Airport - Bremen St,
aport-033,7097,door-aport-bremen,,0,1,100,208,,,Silver Line (South Station) to Airport - Bremen St,,Airport - Bremen St,
aport-035,door-aport-bremen,70048,,0,1,22,25,,,Airport - Bremen St to Blue Line (Wonderland),,Outbound to Wonderland,
aport-036,door-aport-bremen,70047,,0,1,135,198,,,Airport - Bremen St to Blue Line (Bowdoin),,Inbound to Government Center,
aport-037,door-aport-bremen,7096,,0,1,110,222,,,Airport - Bremen St to Silver Line (SL3 Chelsea),,Silver Line - SL3 Chelsea,
aport-038,door-aport-bremen,7097,,0,1,100,208,,,Airport - Bremen St to Silver Line (SL3 South Station),,Silver Line - SL3 South Station,
boyls-000,70158,door-boyls-inbound,,0,1,25,-1,,,"Green Line (Park Street & North) to Boylston - Boston Common, Street",,"Boylston - Boston Common, Street",
boyls-001,70159,door-boyls-outbound,,0,1,25,-1,,,"Green Line (Copley & West) to Boylston - Boston Common, Street",,"Boylston - Boston Common, Street",
